gene,TB,Sepsis,Dengue
DAPP1,TRUE,TRUE,FALSE
RBPJ,TRUE,TRUE,FALSE
IRS2,TRUE,TRUE,FALSE
TESC,TRUE,TRUE,FALSE
LEF1,TRUE,FALSE,TRUE
SYNE2,TRUE,FALSE,FALSE
LIME1,TRUE,FALSE,FALSE
AGO4,TRUE,FALSE,FALSE
CTSL,TRUE,TRUE,FALSE
WDFY2,TRUE,FALSE,FALSE
ARHGAP27,TRUE,FALSE,FALSE
SEC14L1,TRUE,FALSE,TRUE
MLKL,TRUE,FALSE,TRUE
PCSK1N,TRUE,FALSE,FALSE
SCARB2,TRUE,TRUE,TRUE
CAMKK2,TRUE,FALSE,FALSE
RCC2,TRUE,FALSE,FALSE
TACC1,TRUE,FALSE,FALSE
MSR1,TRUE,FALSE,FALSE
REEP4,TRUE,TRUE,FALSE
PRF1,TRUE,TRUE,TRUE
CD5,TRUE,FALSE,TRUE
ACAP1,TRUE,TRUE,FALSE
NXF1,TRUE,FALSE,FALSE
CYP1B1,TRUE,FALSE,FALSE
AGPAT2,TRUE,TRUE,FALSE
RAB34,TRUE,TRUE,FALSE
STAT6,TRUE,FALSE,TRUE
ISG20,TRUE,TRUE,TRUE
SH3TC1,TRUE,TRUE,FALSE
TMEM219,TRUE,FALSE,FALSE
TNRC18,TRUE,FALSE,FALSE
FAM120A,TRUE,FALSE,FALSE
CPNE8,TRUE,FALSE,FALSE
SBF2,TRUE,FALSE,FALSE
SH3YL1,TRUE,FALSE,FALSE
CD96,TRUE,FALSE,FALSE
RNF135,TRUE,FALSE,FALSE
RRP12,TRUE,FALSE,TRUE
DEK,TRUE,FALSE,TRUE
CD8A,TRUE,FALSE,TRUE
ASCL2,TRUE,TRUE,FALSE
NFIL3,TRUE,TRUE,FALSE
EIF4A2,TRUE,FALSE,TRUE
SNHG8,TRUE,TRUE,TRUE
KLRB1,TRUE,TRUE,TRUE
PRKCH,TRUE,FALSE,FALSE
CLCN7,TRUE,FALSE,FALSE
SLCO3A1,TRUE,FALSE,FALSE
TRAC,TRUE,TRUE,TRUE
STRN4,TRUE,FALSE,FALSE
RNF24,TRUE,FALSE,FALSE
GBP5,TRUE,FALSE,TRUE
MAP3K11,TRUE,FALSE,FALSE
FLT3LG,TRUE,FALSE,FALSE
MT1H,TRUE,FALSE,FALSE
SCLT1,TRUE,FALSE,FALSE
AHR,TRUE,TRUE,FALSE
FAR1,TRUE,FALSE,FALSE
MTHFR,TRUE,FALSE,FALSE
CCR7,TRUE,TRUE,TRUE
ITK,TRUE,FALSE,TRUE
CYFIP2,TRUE,FALSE,FALSE
SYNGR2,TRUE,TRUE,TRUE
NKG7,TRUE,TRUE,TRUE
PEA15,TRUE,TRUE,TRUE
NUDT3,TRUE,TRUE,FALSE
APOL6,TRUE,TRUE,TRUE
DRAM1,TRUE,FALSE,FALSE
GNA13,TRUE,TRUE,TRUE
HOPX,TRUE,FALSE,TRUE
TMEM127,TRUE,FALSE,FALSE
PIK3IP1,TRUE,TRUE,TRUE
ASS1,TRUE,FALSE,FALSE
ACSL1,TRUE,FALSE,TRUE
MOB3A,TRUE,FALSE,TRUE
PIM3,TRUE,TRUE,TRUE
TRIOBP,TRUE,FALSE,FALSE
LY9,TRUE,FALSE,TRUE
USF2,TRUE,FALSE,FALSE
LDLR,TRUE,FALSE,FALSE
DICER1,TRUE,FALSE,FALSE
ANXA6,TRUE,TRUE,TRUE
RNF13,TRUE,FALSE,FALSE
SRGAP2B,TRUE,FALSE,TRUE
CTBP2,TRUE,FALSE,FALSE
KLRD1,TRUE,TRUE,TRUE
UPP1,TRUE,TRUE,FALSE
MT1G,TRUE,FALSE,FALSE
GATM,TRUE,FALSE,FALSE
KDM6B,TRUE,TRUE,TRUE
CHP1,TRUE,FALSE,FALSE
MAP3K1,TRUE,TRUE,TRUE
TNFRSF10B,TRUE,FALSE,FALSE
CHMP1B,TRUE,FALSE,TRUE
RCBTB2,TRUE,FALSE,FALSE
GZMB,TRUE,FALSE,FALSE
H1F0,TRUE,FALSE,TRUE
AGTPBP1,TRUE,TRUE,TRUE
HDAC9,TRUE,FALSE,FALSE
RB1,TRUE,FALSE,FALSE
ASAP1,TRUE,TRUE,FALSE
PRCP,TRUE,FALSE,FALSE
PIM2,TRUE,TRUE,TRUE
SUPT4H1,TRUE,TRUE,FALSE
MED13L,TRUE,FALSE,FALSE
PTPN12,TRUE,FALSE,FALSE
HIPK3,TRUE,FALSE,FALSE
GBP4,TRUE,FALSE,TRUE
MGAT4A,TRUE,TRUE,FALSE
FAM110A,TRUE,FALSE,TRUE
FLII,TRUE,FALSE,FALSE
RHBDF2,TRUE,FALSE,FALSE
BMP2K,TRUE,FALSE,FALSE
SHKBP1,TRUE,FALSE,FALSE
DUSP22,TRUE,FALSE,FALSE
CD8B,TRUE,TRUE,FALSE
NOSIP,TRUE,TRUE,TRUE
SRD5A1,TRUE,FALSE,FALSE
HIST1H4C,TRUE,FALSE,TRUE
MT1F,TRUE,FALSE,FALSE
PBXIP1,TRUE,FALSE,TRUE
KLF11,TRUE,FALSE,FALSE
IFI44L,TRUE,TRUE,TRUE
MYO1G,TRUE,FALSE,FALSE
SLC6A6,TRUE,FALSE,FALSE
PHF1,TRUE,FALSE,FALSE
SVIP,TRUE,TRUE,FALSE
PPP3CC,TRUE,FALSE,FALSE
PCED1B,TRUE,FALSE,FALSE
MIR22HG,TRUE,TRUE,FALSE
PYHIN1,TRUE,TRUE,FALSE
PDE4B,TRUE,TRUE,TRUE
BEX2,TRUE,FALSE,FALSE
MT1E,TRUE,FALSE,TRUE
SAMD3,TRUE,TRUE,FALSE
FGFBP2,TRUE,TRUE,TRUE
PDLIM7,TRUE,FALSE,FALSE
STX12,TRUE,FALSE,TRUE
TECR,TRUE,FALSE,FALSE
GNLY,TRUE,FALSE,TRUE
PTPRJ,TRUE,FALSE,FALSE
MKNK2,TRUE,FALSE,TRUE
SLC12A7,TRUE,FALSE,TRUE
TPD52,TRUE,FALSE,TRUE
ZNF267,TRUE,FALSE,TRUE
LIMS1,TRUE,TRUE,FALSE
CXCL2,TRUE,FALSE,FALSE
ATG7,TRUE,FALSE,FALSE
MAN2A2,TRUE,FALSE,FALSE
MNT,TRUE,FALSE,FALSE
FKBP11,TRUE,TRUE,FALSE
GATA3,TRUE,FALSE,FALSE
SLC12A9,TRUE,FALSE,FALSE
MAP3K2,TRUE,FALSE,TRUE
S1PR1,TRUE,FALSE,TRUE
SIT1,TRUE,FALSE,TRUE
MAPK14,TRUE,FALSE,FALSE
TYK2,TRUE,FALSE,FALSE
GLB1,TRUE,FALSE,FALSE
CCL5,TRUE,TRUE,TRUE
PLEKHB2,TRUE,FALSE,TRUE
HM13,TRUE,TRUE,FALSE
PAK2,TRUE,FALSE,FALSE
NFATC2,TRUE,FALSE,TRUE
BASP1,TRUE,TRUE,TRUE
GDI2,TRUE,FALSE,FALSE
ANKRD13A,TRUE,FALSE,FALSE
TRAT1,TRUE,FALSE,TRUE
TPM3,TRUE,TRUE,FALSE
PARVB,TRUE,TRUE,FALSE
ADGRG1,TRUE,FALSE,FALSE
DNAJC5,TRUE,FALSE,FALSE
ORMDL3,TRUE,TRUE,FALSE
MEF2A,TRUE,FALSE,FALSE
GSAP,TRUE,FALSE,FALSE
KLRG1,TRUE,TRUE,TRUE
MATK,TRUE,FALSE,TRUE
SH2D2A,TRUE,FALSE,FALSE
VNN2,TRUE,TRUE,TRUE
EIF4A1,TRUE,TRUE,TRUE
MYC,TRUE,FALSE,FALSE
NCOR2,TRUE,TRUE,FALSE
EIF3A,TRUE,FALSE,TRUE
PSEN1,TRUE,FALSE,TRUE
SUSD6,TRUE,TRUE,FALSE
IKZF3,TRUE,TRUE,TRUE
BLOC1S6,TRUE,FALSE,FALSE
MX1,TRUE,TRUE,TRUE
JARID2,TRUE,TRUE,FALSE
CD320,TRUE,FALSE,FALSE
AGPAT3,TRUE,FALSE,FALSE
GRASP,TRUE,TRUE,TRUE
SPG21,TRUE,FALSE,FALSE
C15orf48,TRUE,TRUE,FALSE
TXK,TRUE,FALSE,FALSE
PHF21A,TRUE,FALSE,FALSE
SPON2,TRUE,TRUE,FALSE
HNRNPA0,TRUE,TRUE,FALSE
CD79A,TRUE,FALSE,TRUE
ITGB7,TRUE,TRUE,TRUE
AZI2,TRUE,FALSE,FALSE
HSPA6,TRUE,FALSE,FALSE
EGR1,TRUE,FALSE,FALSE
IL2RB,TRUE,FALSE,TRUE
RHOF,TRUE,FALSE,TRUE
CHD1,TRUE,FALSE,TRUE
THEMIS,TRUE,FALSE,FALSE
RASGEF1B,TRUE,FALSE,TRUE
FAM102A,TRUE,FALSE,FALSE
BCL11B,TRUE,FALSE,TRUE
CBWD2,TRUE,FALSE,TRUE
TNK2,TRUE,FALSE,TRUE
FRMD4B,TRUE,FALSE,FALSE
FAM91A1,TRUE,FALSE,FALSE
NRM,TRUE,FALSE,FALSE
OS9,TRUE,FALSE,FALSE
HNRNPU,TRUE,FALSE,FALSE
RIC3,TRUE,FALSE,FALSE
ITGA5,TRUE,FALSE,TRUE
RAP2B,TRUE,FALSE,FALSE
NCR3,TRUE,TRUE,FALSE
HSP90AB1,TRUE,FALSE,TRUE
TRAF3IP3,TRUE,FALSE,TRUE
CCDC159,TRUE,FALSE,FALSE
ABR,TRUE,FALSE,FALSE
EFCAB2,TRUE,FALSE,FALSE
MICU1,TRUE,FALSE,FALSE
ATP2B1,TRUE,TRUE,TRUE
HOOK3,TRUE,FALSE,FALSE
SERTAD2,TRUE,TRUE,FALSE
STAT4,TRUE,FALSE,TRUE
ATF7IP2,TRUE,TRUE,FALSE
COQ7,TRUE,FALSE,FALSE
CDC42EP3,TRUE,TRUE,TRUE
PRKAG2,TRUE,FALSE,FALSE
THEM4,TRUE,FALSE,FALSE
CBWD1,TRUE,FALSE,TRUE
SFXN1,TRUE,FALSE,FALSE
CD24,TRUE,TRUE,FALSE
IL10RA,TRUE,TRUE,TRUE
ADD3,TRUE,TRUE,FALSE
PURB,TRUE,FALSE,FALSE
TAP2,TRUE,FALSE,TRUE
ST13,TRUE,TRUE,FALSE
RELB,TRUE,FALSE,TRUE
SH2D1A,TRUE,FALSE,FALSE
CD53,TRUE,TRUE,TRUE
PARP15,TRUE,FALSE,FALSE
TPD52L2,TRUE,TRUE,FALSE
ARPC4,TRUE,TRUE,TRUE
NBPF19,TRUE,FALSE,FALSE
GAMT,TRUE,FALSE,FALSE
EPHX2,TRUE,FALSE,FALSE
PPP1R15A,TRUE,TRUE,TRUE
ABHD14B,TRUE,FALSE,FALSE
LARP1,TRUE,FALSE,FALSE
VEGFA,TRUE,TRUE,TRUE
DENND2D,TRUE,TRUE,FALSE
PREX1,TRUE,FALSE,FALSE
BACH2,TRUE,FALSE,TRUE
TNIK,TRUE,FALSE,FALSE
ADM,TRUE,TRUE,FALSE
CDKN2D,TRUE,TRUE,FALSE
PABPN1,TRUE,FALSE,FALSE
DOK1,TRUE,FALSE,FALSE
PSTPIP1,TRUE,TRUE,FALSE
IGFBP4,TRUE,FALSE,FALSE
TNFRSF25,TRUE,FALSE,FALSE
RCAN3,TRUE,FALSE,TRUE
CLIC3,TRUE,FALSE,TRUE
HNRNPDL,TRUE,TRUE,TRUE
MS4A1,TRUE,TRUE,TRUE
NELL2,TRUE,FALSE,FALSE
LDLRAP1,TRUE,FALSE,FALSE
SOAT1,TRUE,FALSE,FALSE
OXNAD1,TRUE,FALSE,FALSE
KDM7A,TRUE,FALSE,FALSE
SRSF8,TRUE,FALSE,FALSE
EP300,TRUE,FALSE,FALSE
MEF2D,TRUE,FALSE,FALSE
MRPS24,TRUE,FALSE,TRUE
WDR83OS,TRUE,TRUE,TRUE
BOD1L1,TRUE,FALSE,FALSE
GZMK,TRUE,TRUE,TRUE
TESPA1,TRUE,FALSE,TRUE
EIF4B,TRUE,TRUE,TRUE
YPEL2,TRUE,FALSE,FALSE
ACTN1,TRUE,FALSE,FALSE
MTMR3,TRUE,FALSE,FALSE
SYNE1,TRUE,FALSE,FALSE
ARID5B,TRUE,FALSE,FALSE
VIM-AS1,TRUE,FALSE,FALSE
PELI1,TRUE,TRUE,FALSE
GADD45B,TRUE,TRUE,TRUE
FNDC3B,TRUE,FALSE,FALSE
MCMBP,TRUE,FALSE,FALSE
KLF12,TRUE,FALSE,FALSE
TSEN54,TRUE,FALSE,FALSE
TMEM154,TRUE,TRUE,FALSE
LMNB1,TRUE,FALSE,FALSE
CLIP1,TRUE,FALSE,FALSE
SP1,TRUE,FALSE,FALSE
ODF2L,TRUE,FALSE,FALSE
SFT2D2,TRUE,FALSE,FALSE
ID1,TRUE,TRUE,FALSE
MEPCE,TRUE,FALSE,FALSE
NR4A2,TRUE,TRUE,TRUE
GALNT1,TRUE,FALSE,FALSE
ABHD2,TRUE,FALSE,FALSE
EPC1,TRUE,TRUE,FALSE
ATP1B1,TRUE,FALSE,FALSE
DCP2,TRUE,TRUE,FALSE
KLHL18,TRUE,FALSE,FALSE
LINC-PINT,TRUE,TRUE,TRUE
PTGS1,TRUE,FALSE,FALSE
SIPA1L1,TRUE,FALSE,TRUE
SOX4,TRUE,FALSE,TRUE
CBX6,TRUE,FALSE,FALSE
RREB1,TRUE,FALSE,FALSE
LENG8,TRUE,FALSE,FALSE
FOXO3,TRUE,FALSE,FALSE
VCL,TRUE,TRUE,FALSE
NFIC,TRUE,FALSE,FALSE
TRABD2A,TRUE,FALSE,TRUE
NLRC3,TRUE,FALSE,FALSE
PISD,TRUE,FALSE,FALSE
DGKA,TRUE,FALSE,TRUE
RBMS1,TRUE,FALSE,FALSE
BHLHE40,TRUE,TRUE,TRUE
RNPEPL1,TRUE,TRUE,FALSE
P2RY8,TRUE,FALSE,FALSE
PLK3,TRUE,TRUE,TRUE
SNAP23,TRUE,FALSE,FALSE
EPN1,TRUE,FALSE,FALSE
SMIM3,TRUE,TRUE,FALSE
RARRES2,TRUE,FALSE,FALSE
MICAL1,TRUE,FALSE,FALSE
MLXIP,TRUE,FALSE,FALSE
EIF4E3,TRUE,FALSE,FALSE
BCL2,TRUE,FALSE,TRUE
TAOK1,TRUE,FALSE,FALSE
MAPK1,TRUE,TRUE,FALSE
CBLB,TRUE,FALSE,FALSE
STMN3,TRUE,TRUE,FALSE
NUFIP2,TRUE,FALSE,TRUE
LMO4,TRUE,FALSE,FALSE
KLF7,TRUE,FALSE,FALSE
GUSB,TRUE,TRUE,FALSE
RASA3,TRUE,FALSE,FALSE
AP1B1,TRUE,FALSE,FALSE
SUPT3H,TRUE,FALSE,FALSE
TBCC,TRUE,FALSE,FALSE
NUP62,TRUE,FALSE,FALSE
RASAL3,TRUE,FALSE,FALSE
LARP4B,TRUE,FALSE,FALSE
C16orf72,TRUE,FALSE,FALSE
ANO6,TRUE,FALSE,FALSE
DBNL,TRUE,TRUE,TRUE
ATP2A2,TRUE,FALSE,FALSE
CDV3,TRUE,FALSE,FALSE
UQCRC1,TRUE,FALSE,FALSE
ATP2A3,TRUE,FALSE,FALSE
USP4,TRUE,FALSE,FALSE
PHACTR2,TRUE,FALSE,TRUE
PPTC7,TRUE,FALSE,FALSE
CSK,TRUE,TRUE,TRUE
CD151,TRUE,FALSE,FALSE
ECHDC2,TRUE,FALSE,FALSE
CACUL1,TRUE,FALSE,FALSE
KMT2C,TRUE,FALSE,FALSE
PTPN2,TRUE,TRUE,FALSE
NIPSNAP1,TRUE,FALSE,FALSE
NIN,TRUE,FALSE,FALSE
OXCT1,TRUE,FALSE,TRUE
SPEN,TRUE,FALSE,FALSE
UBE2D3,TRUE,FALSE,TRUE
SPTBN1,TRUE,FALSE,FALSE
WDR26,TRUE,FALSE,FALSE
KLHDC2,TRUE,FALSE,FALSE
RTN4,TRUE,FALSE,FALSE
ROCK1,TRUE,FALSE,FALSE
TFDP2,TRUE,FALSE,FALSE
COPA,TRUE,FALSE,TRUE
CLTC,TRUE,TRUE,FALSE
APOL3,TRUE,FALSE,TRUE
KIAA0100,TRUE,FALSE,FALSE
FNIP1,TRUE,TRUE,FALSE
GNG2,TRUE,FALSE,TRUE
MARK2,TRUE,FALSE,FALSE
OASL,TRUE,FALSE,TRUE
RHOT1,TRUE,FALSE,FALSE
USF1,TRUE,FALSE,FALSE
SETX,TRUE,FALSE,FALSE
MARK3,TRUE,FALSE,FALSE
RCC1,TRUE,FALSE,TRUE
BAZ2A,TRUE,FALSE,FALSE
ATF4,TRUE,FALSE,TRUE
TFE3,TRUE,FALSE,FALSE
PRMT2,TRUE,FALSE,FALSE
PPP1R2,TRUE,TRUE,FALSE
BNIP3,TRUE,FALSE,FALSE
WAC,TRUE,FALSE,FALSE
CYTH4,TRUE,FALSE,FALSE
DGKZ,TRUE,FALSE,FALSE
FOXP1,TRUE,FALSE,FALSE
STAT5A,TRUE,FALSE,FALSE
PML,TRUE,FALSE,TRUE
NMRK1,TRUE,FALSE,FALSE
SPNS1,TRUE,FALSE,FALSE
CBX4,TRUE,FALSE,FALSE
MAP3K7CL,TRUE,TRUE,FALSE
ADAR,TRUE,TRUE,TRUE
FAM49B,TRUE,FALSE,FALSE
HDLBP,TRUE,FALSE,FALSE
SAMD9L,TRUE,TRUE,TRUE
CTDSP1,TRUE,FALSE,FALSE
DTX3L,TRUE,TRUE,TRUE
NPTN,TRUE,FALSE,FALSE
CREBBP,TRUE,FALSE,FALSE
MKNK1,TRUE,FALSE,TRUE
PDP1,TRUE,FALSE,FALSE
MLLT3,TRUE,FALSE,FALSE
YWHAG,TRUE,TRUE,FALSE
MT1X,TRUE,TRUE,TRUE
SUSD3,TRUE,FALSE,TRUE
CCND2,TRUE,TRUE,FALSE
CNN2,TRUE,TRUE,TRUE
WNK1,TRUE,FALSE,TRUE
PKN1,TRUE,FALSE,FALSE
SLC25A38,TRUE,FALSE,FALSE
TLE4,TRUE,TRUE,FALSE
RIT1,TRUE,FALSE,FALSE
ATP8A1,TRUE,FALSE,FALSE
P2RX4,TRUE,FALSE,FALSE
NEU1,TRUE,FALSE,FALSE
KIF2A,TRUE,FALSE,FALSE
RNF125,TRUE,FALSE,TRUE
SUN2,TRUE,FALSE,FALSE
ST8SIA4,TRUE,FALSE,TRUE
CSNK1G2,TRUE,FALSE,FALSE
UBA1,TRUE,TRUE,FALSE
SLC38A10,TRUE,FALSE,FALSE
SLC2A3,TRUE,TRUE,TRUE
POLB,TRUE,FALSE,FALSE
HGSNAT,TRUE,FALSE,TRUE
TMEM176A,TRUE,TRUE,FALSE
SERPINB9,TRUE,TRUE,TRUE
RRP7A,TRUE,TRUE,TRUE
KMT2D,TRUE,FALSE,FALSE
PXK,TRUE,FALSE,FALSE
USP11,TRUE,FALSE,FALSE
PPM1K,TRUE,TRUE,TRUE
GSDMD,TRUE,FALSE,TRUE
DNM2,TRUE,TRUE,FALSE
EPB41,TRUE,FALSE,FALSE
ANXA2R,TRUE,FALSE,FALSE
MAP7D1,TRUE,FALSE,FALSE
C2orf68,TRUE,FALSE,FALSE
SOCS1,TRUE,FALSE,FALSE
GAK,TRUE,FALSE,FALSE
EEA1,TRUE,FALSE,FALSE
CFAP97,TRUE,FALSE,FALSE
PBX2,TRUE,FALSE,TRUE
ARHGAP18,TRUE,FALSE,FALSE
GRIPAP1,TRUE,FALSE,FALSE
EFTUD2,TRUE,FALSE,FALSE
LRBA,TRUE,FALSE,FALSE
SH3KBP1,TRUE,FALSE,FALSE
MAP2K2,TRUE,FALSE,FALSE
SLC12A6,TRUE,FALSE,FALSE
MSL1,TRUE,FALSE,FALSE
VPS13C,TRUE,FALSE,FALSE
AP3D1,TRUE,FALSE,FALSE
DOCK11,TRUE,FALSE,FALSE
MBD6,TRUE,FALSE,FALSE
MAP4K1,TRUE,FALSE,FALSE
TIPARP,TRUE,TRUE,FALSE
EIF3B,TRUE,FALSE,FALSE
CPEB4,TRUE,FALSE,FALSE
UBALD2,TRUE,TRUE,TRUE
ITPRIP,TRUE,FALSE,FALSE
STX16,TRUE,FALSE,TRUE
SPPL2A,TRUE,FALSE,FALSE
SNHG25,TRUE,TRUE,TRUE
METTL7A,TRUE,TRUE,FALSE
OFD1,TRUE,FALSE,FALSE
TAOK3,TRUE,FALSE,FALSE
CD79B,TRUE,TRUE,TRUE
SLC25A6,TRUE,TRUE,TRUE
ZNF581,TRUE,FALSE,FALSE
HADHA,TRUE,TRUE,TRUE
CSNK1D,TRUE,TRUE,TRUE
NFE2L2,TRUE,TRUE,TRUE
SLA,TRUE,FALSE,FALSE
MRFAP1L1,TRUE,FALSE,FALSE
ITGB2-AS1,TRUE,FALSE,FALSE
PPP2R5C,TRUE,FALSE,FALSE
BUB3,TRUE,TRUE,FALSE
RNF166,TRUE,TRUE,FALSE
FBXO44,TRUE,FALSE,FALSE
NFKBID,TRUE,FALSE,TRUE
QTRT1,TRUE,FALSE,FALSE
UBE2Z,TRUE,FALSE,FALSE
ARHGAP30,TRUE,FALSE,FALSE
PLEKHA1,TRUE,FALSE,FALSE
NFKB2,TRUE,FALSE,TRUE
JMJD6,TRUE,TRUE,FALSE
EZR,TRUE,FALSE,TRUE
GALM,TRUE,FALSE,TRUE
HDGF,TRUE,FALSE,FALSE
SPG11,TRUE,FALSE,FALSE
PHKB,TRUE,FALSE,TRUE
TMEM131,TRUE,FALSE,FALSE
HCLS1,TRUE,TRUE,FALSE
VAPA,TRUE,FALSE,FALSE
CHST12,TRUE,FALSE,TRUE
SIL1,TRUE,FALSE,FALSE
CD46,TRUE,FALSE,FALSE
DNPH1,TRUE,FALSE,FALSE
SFI1,TRUE,FALSE,FALSE
NAP1L4,TRUE,FALSE,FALSE
IFFO1,TRUE,FALSE,FALSE
UHRF1BP1L,TRUE,FALSE,FALSE
LCP2,TRUE,TRUE,TRUE
RIC1,TRUE,FALSE,FALSE
LASP1,TRUE,TRUE,FALSE
PDCD6IP,TRUE,FALSE,FALSE
SATB1,TRUE,FALSE,TRUE
SUCLG2,TRUE,TRUE,FALSE
HNRNPL,TRUE,FALSE,FALSE
KCNAB2,TRUE,TRUE,FALSE
SLC20A1,TRUE,FALSE,TRUE
SCAND1,TRUE,FALSE,FALSE
HIST1H2BK,TRUE,FALSE,FALSE
SSH2,TRUE,FALSE,FALSE
PPP2R5A,TRUE,FALSE,FALSE
PATL1,TRUE,FALSE,FALSE
ZNF330,TRUE,FALSE,FALSE
PHF20L1,TRUE,FALSE,TRUE
PTPN7,TRUE,TRUE,FALSE
TMC6,TRUE,FALSE,FALSE
ARHGAP4,TRUE,FALSE,FALSE
DUSP2,TRUE,TRUE,TRUE
SRSF6,TRUE,FALSE,FALSE
KCTD20,TRUE,FALSE,FALSE
HSPA1B,TRUE,FALSE,FALSE
BRD3,TRUE,FALSE,FALSE
SYMPK,TRUE,FALSE,FALSE
STK10,TRUE,FALSE,FALSE
SNX1,TRUE,FALSE,FALSE
MAF,TRUE,FALSE,FALSE
GLTP,TRUE,FALSE,FALSE
TRIM22,TRUE,TRUE,TRUE
CBL,TRUE,FALSE,FALSE
DNAAF2,TRUE,FALSE,TRUE
EIF2AK4,TRUE,FALSE,FALSE
ZNFX1,TRUE,FALSE,TRUE
BIRC3,TRUE,FALSE,TRUE
GLS,TRUE,FALSE,FALSE
UVRAG,TRUE,FALSE,FALSE
CANX,TRUE,TRUE,FALSE
CARD8,TRUE,FALSE,FALSE
CD84,TRUE,TRUE,FALSE
KIDINS220,TRUE,FALSE,FALSE
TRIM28,TRUE,FALSE,FALSE
USP8,TRUE,FALSE,FALSE
FBXO11,TRUE,FALSE,FALSE
GIT2,TRUE,FALSE,FALSE
APMAP,TRUE,FALSE,TRUE
CD40,TRUE,FALSE,TRUE
STK4,TRUE,TRUE,FALSE
ARHGEF2,TRUE,FALSE,FALSE
MGRN1,TRUE,FALSE,FALSE
NFKB1,TRUE,FALSE,TRUE
ARHGAP17,TRUE,FALSE,TRUE
ITPR2,TRUE,FALSE,FALSE
HIBADH,TRUE,FALSE,FALSE
CPT1A,TRUE,FALSE,FALSE
GRAP2,TRUE,TRUE,FALSE
RNF167,TRUE,TRUE,FALSE
SYTL3,TRUE,TRUE,TRUE
RASA2,TRUE,FALSE,FALSE
NRDC,TRUE,FALSE,FALSE
ATP13A1,TRUE,FALSE,TRUE
MAPK8IP3,TRUE,FALSE,FALSE
HDDC2,TRUE,TRUE,FALSE
SMPD1,TRUE,FALSE,FALSE
CSNK1A1,TRUE,FALSE,FALSE
POLK,TRUE,FALSE,FALSE
ICAM3,TRUE,TRUE,TRUE
THOC3,TRUE,FALSE,FALSE
PLEKHM1,TRUE,FALSE,FALSE
ATIC,TRUE,FALSE,FALSE
KMT2E-AS1,TRUE,FALSE,FALSE
SP140,TRUE,FALSE,TRUE
SNHG12,TRUE,FALSE,FALSE
CWC25,TRUE,FALSE,TRUE
RABGAP1L,TRUE,TRUE,TRUE
RAD23B,TRUE,TRUE,FALSE
RASSF7,TRUE,FALSE,FALSE
ZMIZ2,TRUE,FALSE,FALSE
NFATC2IP,TRUE,FALSE,FALSE
CAPN2,TRUE,FALSE,FALSE
RC3H1,TRUE,FALSE,FALSE
ARHGDIA,TRUE,FALSE,FALSE
MTSS1,TRUE,FALSE,FALSE
SCRN2,TRUE,FALSE,TRUE
CORO1A,TRUE,TRUE,TRUE
RERE,TRUE,FALSE,TRUE
WDR45B,TRUE,TRUE,FALSE
MIR4435-2HG,TRUE,FALSE,FALSE
RPS6KA1,TRUE,FALSE,FALSE
ITSN2,TRUE,FALSE,TRUE
HMGXB4,TRUE,FALSE,TRUE
YPEL3,TRUE,FALSE,TRUE
SRP72,TRUE,TRUE,FALSE
RAB37,TRUE,FALSE,FALSE
NDUFV1,TRUE,TRUE,FALSE
NGRN,TRUE,FALSE,FALSE
INSIG1,TRUE,FALSE,TRUE
XPO6,TRUE,FALSE,TRUE
NSD1,TRUE,FALSE,FALSE
CDK17,TRUE,FALSE,FALSE
CCSER2,TRUE,FALSE,FALSE
USP7,TRUE,FALSE,FALSE
CHD4,TRUE,FALSE,FALSE
PARP12,TRUE,FALSE,TRUE
ODC1,TRUE,TRUE,FALSE
EPB41L4A-AS1,TRUE,TRUE,FALSE
MED13,TRUE,FALSE,FALSE
TAF7,TRUE,FALSE,FALSE
TUBA4A,TRUE,TRUE,FALSE
CCNB1IP1,TRUE,FALSE,FALSE
SRSF10,TRUE,FALSE,TRUE
TMEM189,TRUE,FALSE,FALSE
P4HA1,TRUE,FALSE,FALSE
SCAMP4,TRUE,FALSE,FALSE
ELOVL1,TRUE,FALSE,FALSE
TP53TG1,TRUE,FALSE,FALSE
KTN1,TRUE,TRUE,FALSE
GOLGB1,TRUE,FALSE,TRUE
VPS51,TRUE,TRUE,FALSE
MTR,TRUE,FALSE,FALSE
RAF1,TRUE,FALSE,FALSE
ULK3,TRUE,FALSE,FALSE
TACC3,TRUE,FALSE,FALSE
NUCB1,TRUE,TRUE,FALSE
SYNRG,TRUE,FALSE,FALSE
ARL4C,TRUE,FALSE,FALSE
MPDU1,TRUE,FALSE,TRUE
EIF2AK2,TRUE,TRUE,TRUE
MAPKAPK2,TRUE,FALSE,FALSE
SP3,TRUE,FALSE,FALSE
CD37,TRUE,TRUE,TRUE
THAP7,TRUE,FALSE,FALSE
WWP2,TRUE,FALSE,FALSE
IFRD1,TRUE,TRUE,FALSE
TDG,TRUE,FALSE,FALSE
PHKG2,TRUE,FALSE,FALSE
CHMP7,TRUE,FALSE,FALSE
RBMX,TRUE,FALSE,TRUE
GLUD1,TRUE,FALSE,FALSE
FKBP5,TRUE,FALSE,FALSE
BCL2L13,TRUE,TRUE,FALSE
RSBN1,TRUE,FALSE,FALSE
COX16,TRUE,FALSE,FALSE
TRIM33,TRUE,FALSE,FALSE
PPP4R3A,TRUE,FALSE,FALSE
RHBDD2,TRUE,TRUE,FALSE
